,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Type_Category,Outlet_Age
4063,12.91,Low Fat,0.020876485,Health and Hygiene,133.7942,Medium,Tier 3,Supermarket Type3,7.452068636813111,NC,28
4064,15.0,Regular,0.0268952,Baking Goods,220.3456,Small,Tier 2,Supermarket Type1,7.596096127611595,FD,11
4065,19.85,Regular,0.081916124,Breads,167.6816,Small,Tier 2,Supermarket Type1,7.521100089651774,FD,6
4066,7.85,Low Fat,0.163233667,Hard Drinks,144.6444,Medium,Tier 1,Supermarket Type1,7.811347646816265,DR,14
4067,20.2,Regular,0.121748174,Snack Foods,96.9752,Medium,Tier 3,Supermarket Type2,7.453998392808375,FD,4
4068,11.85,Low Fat,0.132939639,Dairy,98.0726,Small,Tier 2,Supermarket Type1,7.47460586113674,DR,11
4069,6.135,Regular,0.079327367,Baking Goods,152.8366,Small,Tier 1,Supermarket Type1,7.962971220659672,FD,16
4070,9.0,Low Fat,0.065194971,Snack Foods,177.737,High,Tier 3,Supermarket Type1,7.658342722547712,FD,26
4071,17.5,Low Fat,0.026248606,Snack Foods,255.1356,Medium,Tier 3,Supermarket Type2,8.246966942381734,FD,4
4072,12.15,Low Fat,0.131921819,Frozen Foods,246.346,Small,Tier 2,Supermarket Type1,6.606701536231132,FD,6
4073,11.0,Regular,0.053930934,Frozen Foods,155.263,Medium,Tier 1,Supermarket Type1,6.440710468112899,FD,14
4074,17.5,Low Fat,0.026865809,Frozen Foods,261.691,Small,Tier 2,Supermarket Type1,8.344946155783317,FD,9
4075,12.91,Regular,0.046544984,Fruits and Vegetables,172.0422,Medium,Tier 3,Supermarket Type3,8.482473705323384,FD,28
4076,12.91,Low Fat,0.092241348,Dairy,75.867,Medium,Tier 3,Supermarket Type3,7.804310133332296,DR,28
4077,17.5,Low Fat,0.052740763,Snack Foods,103.799,Small,Tier 2,Supermarket Type1,7.035434958682041,FD,6
4078,12.91,Low Fat,0.053930934,Snack Foods,119.8124,Medium,Tier 3,Supermarket Type3,7.414677454195911,FD,28
4079,10.6,Low Fat,0.056748659,Dairy,233.6642,High,Tier 3,Supermarket Type1,8.281772432670088,DR,26
4080,7.145,Low Fat,0.017822936,Frozen Foods,161.3578,Small,Tier 2,Supermarket Type1,7.024831042358215,FD,11
4081,12.91,Low Fat,0.017659068,Canned,175.9686,Medium,Tier 3,Supermarket Type3,8.677160714843916,FD,28
4082,20.7,Regular,0.07929647,Baking Goods,97.2042,Small,Tier 1,Supermarket Type1,7.430986474454915,FD,16
4083,12.91,Regular,0.007006883,Starchy Foods,173.5738,Medium,Tier 3,Supermarket Type3,7.104486351583748,FD,28
4084,17.5,Low Fat,0.026195131,Snack Foods,252.6356,Small,Tier 2,Supermarket Type1,7.841632851776647,FD,11
4085,17.7,Regular,0.042542484,Frozen Foods,161.921,Medium,Tier 1,Supermarket Type1,7.65991307366622,FD,14
4086,8.6,Regular,0.054474158,Breads,131.031,Small,Tier 2,Supermarket Type1,6.946637473305922,FD,9
4087,9.5,Regular,0.053930934,Frozen Foods,228.4668,Medium,Tier 1,Supermarket Type1,8.273141479929514,FD,14
4088,17.7,Regular,0.122372504,Meat,101.5674,Medium,Tier 3,Supermarket Type2,7.396874044354185,FD,4
4089,12.3,Low Fat,0.037148619,Snack Foods,116.8834,Small,Tier 2,Supermarket Type1,7.8823972552131885,FD,6
4090,6.26,Low Fat,0.052593952,Household,111.0228,Medium,Tier 3,Grocery Store,5.402882766184883,NC,15
4091,17.7,Low Fat,0.012593467,Household,167.6474,Medium,Tier 3,Supermarket Type2,8.262375829305888,NC,4
4092,18.25,Low Fat,0.012325122,Fruits and Vegetables,162.8894,Medium,Tier 3,Supermarket Type2,6.47413387665809,FD,4
4093,5.8,Low Fat,0.131489269,Dairy,89.7172,Medium,Tier 3,Supermarket Type2,7.382068110265968,FD,4
4094,14.5,Regular,0.064224789,Breads,262.7594,Small,Tier 2,Supermarket Type1,8.863022060763136,FD,6
4095,18.25,Low Fat,0.060589424,Starchy Foods,162.5526,Small,Tier 2,Supermarket Type1,6.895394802058869,FD,6
4096,12.85,Low Fat,0.022649893,Fruits and Vegetables,179.3318,Small,Tier 2,Supermarket Type1,7.142054454293797,FD,11
4097,17.1,Low Fat,0.128390273,Fruits and Vegetables,111.9886,Small,Tier 2,Supermarket Type1,7.276868802049737,FD,9
4098,7.575,Low Fat,0.055476238,Dairy,196.8768,Medium,Tier 1,Supermarket Type1,7.07619830631001,FD,14
4099,9.21,Low Fat,0.008757492,Fruits and Vegetables,120.8414,High,Tier 3,Supermarket Type1,7.636416214253096,FD,26
4100,11.3,Low Fat,0.007273831,Meat,196.6426,High,Tier 3,Supermarket Type1,8.545257207117917,FD,26
4101,12.89,Low Fat,0.144534212,Dairy,190.6504,Medium,Tier 1,Grocery Store,6.356543676738191,FD,28
4102,13.6,Regular,0.043743689,Fruits and Vegetables,157.7946,Small,Tier 2,Supermarket Type1,7.00810926284861,FD,11
4103,20.85,Regular,0.062477955,Baking Goods,87.2514,Medium,Tier 3,Supermarket Type2,7.31746058473285,FD,4
4104,9.195,Regular,0.078060601,Meat,106.3596,Small,Tier 1,Supermarket Type1,7.9770105703780425,FD,16
4105,12.91,Low Fat,0.026740767,Frozen Foods,261.291,Medium,Tier 3,Supermarket Type3,8.616823299606422,FD,28
4106,15.75,Low Fat,0.140821917,Hard Drinks,252.9382,Medium,Tier 1,Supermarket Type1,7.929025726018812,DR,14
4107,16.5,Regular,0.068403271,Canned,101.999,Medium,Tier 3,Supermarket Type2,6.4300323323209385,FD,4
4108,12.89,Low Fat,0.053930934,Fruits and Vegetables,126.6994,Medium,Tier 1,Grocery Store,5.55295493374801,FD,28
4109,20.5,Low Fat,0.02312394,Others,154.634,High,Tier 3,Supermarket Type1,7.7397988100093285,NC,26
4110,17.6,Regular,0.047449835,Snack Foods,118.1782,Medium,Tier 3,Supermarket Type2,7.8720436324754015,FD,4
4111,8.775,Low Fat,0.110359004,Dairy,42.7428,Medium,Tier 3,Supermarket Type2,6.674524017378636,DR,4
4112,10.1,Low Fat,0.054620504,Health and Hygiene,197.5084,Small,Tier 2,Supermarket Type1,7.99871368460786,NC,9
4113,18.2,Low Fat,0.053930934,Health and Hygiene,44.1086,Small,Tier 2,Supermarket Type1,7.017698776715928,NC,11
4114,8.975,Regular,0.009051307,Canned,103.099,High,Tier 3,Supermarket Type1,5.738496251942893,FD,26
4115,12.91,Regular,0.160722863,Fruits and Vegetables,65.7168,Medium,Tier 3,Supermarket Type3,7.71337720892099,FD,28
4116,9.6,Low Fat,0.03625493,Fruits and Vegetables,141.0154,High,Tier 3,Supermarket Type1,7.899336249571687,FD,26
4117,8.185,Low Fat,0.064824502,Fruits and Vegetables,116.0808,Medium,Tier 3,Grocery Store,5.461123054926554,FD,15
4118,14.75,Low Fat,0.033024328,Health and Hygiene,236.6906,Medium,Tier 3,Supermarket Type2,8.036242759964622,NC,4
4119,20.5,Low Fat,0.143574191,Household,37.219,Small,Tier 2,Supermarket Type1,6.1676150185290926,NC,11
4120,14.65,Regular,0.099333217,Snack Foods,51.3666,Small,Tier 2,Supermarket Type1,6.9824903259119395,FD,11
4121,19.2,Low Fat,0.12475207,Canned,90.9488,Small,Tier 2,Supermarket Type1,6.453375518956262,FD,6
4122,5.945,Low Fat,0.093170838,Household,127.3652,Medium,Tier 1,Supermarket Type1,7.346643815594425,NC,14
4123,17.5,Regular,0.007538459,Dairy,144.2102,Small,Tier 2,Supermarket Type1,8.314755192971528,FD,9
4124,10.895,Regular,0.009676286,Dairy,122.873,Small,Tier 2,Supermarket Type1,8.146084291611764,FD,6
4125,20.5,Low Fat,0.141792841,Starchy Foods,89.7172,Small,Tier 1,Supermarket Type1,7.05688503216965,FD,16
4126,12.91,Regular,0.05436436,Starchy Foods,63.8168,Medium,Tier 3,Supermarket Type3,6.866674917754745,FD,28
4127,13.65,Regular,0.031573246,Canned,99.47,Medium,Tier 3,Supermarket Type2,5.7058137435652805,FD,4
4128,15.7,Low Fat,0.055943697,Health and Hygiene,150.6024,High,Tier 3,Supermarket Type1,7.7955800320656214,NC,26
4129,18.7,Regular,0.053930934,Frozen Foods,229.201,Small,Tier 2,Supermarket Type1,8.0761467077248,FD,9
4130,19.35,Regular,0.066831682,Soft Drinks,163.8868,Medium,Tier 3,Grocery Store,5.794760861535742,DR,15
4131,16.0,Regular,0.065165046,Dairy,79.3986,Medium,Tier 1,Supermarket Type1,6.754469591607684,FD,14
4132,6.965,Low Fat,0.053930934,Household,159.4604,High,Tier 3,Supermarket Type1,8.061552479860703,NC,26
4133,11.395,Regular,0.069728296,Meat,233.9616,Small,Tier 2,Supermarket Type1,7.249335590006369,FD,11
4134,7.5,Low Fat,0.09660879,Household,56.9588,Small,Tier 2,Supermarket Type1,6.613873226312467,NC,11
4135,6.115,Regular,0.007038478,Soft Drinks,189.253,High,Tier 3,Supermarket Type1,8.190439536024046,DR,26
4136,12.89,Regular,0.153456703,Dairy,264.091,Medium,Tier 1,Grocery Store,5.575915011656117,FD,28
4137,14.8,Regular,0.043982464,Breads,110.657,Small,Tier 2,Supermarket Type1,7.995353467862146,FD,11
4138,8.71,Low Fat,0.139202085,Canned,46.1376,Small,Tier 2,Supermarket Type1,5.951945869567721,FD,9
4139,15.5,Regular,0.086184647,Frozen Foods,50.9692,Medium,Tier 3,Supermarket Type2,5.979274550073865,FD,4
4140,19.35,Regular,0.082250863,Baking Goods,48.7034,Small,Tier 2,Supermarket Type1,6.283457439609163,FD,9
4141,12.91,Low Fat,0.034286109,Soft Drinks,173.1422,Medium,Tier 3,Supermarket Type3,8.51755788490748,DR,28
4142,19.2,Low Fat,0.100482186,Frozen Foods,111.8886,Medium,Tier 3,Supermarket Type2,7.419877461851988,FD,4
4143,16.25,Regular,0.049051717,Fruits and Vegetables,152.4682,Medium,Tier 1,Supermarket Type1,7.799954609502222,FD,14
4144,19.85,Low Fat,0.005230786,Dairy,265.1884,High,Tier 3,Supermarket Type1,8.524323629313756,FD,26
4145,13.65,Regular,0.08062523,Frozen Foods,259.6936,Small,Tier 2,Supermarket Type1,7.644416251921597,FD,9
4146,7.535,Low Fat,0.081787519,Soft Drinks,120.844,Small,Tier 1,Supermarket Type1,7.677026113130066,DR,16
4147,12.89,Low Fat,0.010615026,Frozen Foods,185.1898,Medium,Tier 1,Grocery Store,5.927404844651781,FD,28
4148,12.91,Low Fat,0.009534758,Snack Foods,64.551,Medium,Tier 3,Supermarket Type3,7.0923816775863635,FD,28
4149,5.59,Regular,0.056602818,Snack Foods,63.2168,Small,Tier 1,Supermarket Type1,7.453998392808375,FD,16
4150,11.0,Regular,0.057047756,Fruits and Vegetables,240.4512,Small,Tier 2,Supermarket Type1,8.857826017910114,FD,9
4151,19.85,Low Fat,0.05410964,Seafood,195.0768,Medium,Tier 1,Supermarket Type1,7.586685881182799,FD,14
4152,17.6,Low Fat,0.058209079,Meat,153.6314,Small,Tier 2,Supermarket Type1,8.570822598965334,FD,11
4153,6.215,Regular,0.083056555,Baking Goods,224.4062,Medium,Tier 3,Grocery Store,5.423654906058785,FD,15
4154,15.1,Regular,0.020015391,Frozen Foods,128.831,Medium,Tier 3,Supermarket Type2,7.505840948817039,FD,4
4155,13.35,Low Fat,0.102426197,Dairy,230.6352,High,Tier 3,Supermarket Type1,8.6529261587956,FD,26
4156,9.5,Regular,0.048761223,Starchy Foods,186.5898,Medium,Tier 1,Supermarket Type1,8.56398410126507,FD,14
4157,11.8,Regular,0.053930934,Frozen Foods,179.2344,Small,Tier 2,Supermarket Type1,7.669594592478395,FD,9
4158,17.6,Low Fat,0.056281276,Frozen Foods,40.3454,Small,Tier 2,Supermarket Type1,6.682061729183589,FD,9
4159,19.85,Low Fat,0.008762556,Dairy,266.6884,Medium,Tier 3,Grocery Store,5.583452698808242,FD,15
4160,13.35,Low Fat,0.139669224,Frozen Foods,147.6392,Medium,Tier 1,Supermarket Type1,7.570345102911007,FD,14
4161,18.85,Low Fat,0.137972993,Hard Drinks,158.4578,Small,Tier 2,Supermarket Type1,7.275947780477989,DR,6
4162,17.5,Low Fat,0.053930934,Snack Foods,102.999,Small,Tier 1,Supermarket Type1,8.004289075748401,FD,16
4163,20.2,Regular,0.121940099,Snack Foods,95.3752,Small,Tier 2,Supermarket Type1,7.048822803496519,FD,6
4164,5.88,Low Fat,0.024926013,Household,149.9392,Medium,Tier 1,Supermarket Type1,7.30813548083947,NC,14
4165,12.91,Regular,0.039031927,Snack Foods,95.641,Medium,Tier 3,Supermarket Type3,7.460914841704132,FD,28
4166,15.85,Low Fat,0.13727,Canned,94.4094,Small,Tier 2,Supermarket Type1,7.552335970355537,FD,6
4167,5.985,Low Fat,0.095989602,Frozen Foods,127.3678,Small,Tier 2,Supermarket Type1,6.233765811923815,FD,11
4168,18.85,Low Fat,0.142443405,Canned,170.4132,Small,Tier 2,Supermarket Type1,8.388892256069962,FD,6
4169,18.85,Low Fat,0.137410256,Hard Drinks,161.7578,Medium,Tier 1,Supermarket Type1,7.381239095345404,DR,14
4170,7.51,Low Fat,0.104400238,Snack Foods,113.5544,Small,Tier 2,Supermarket Type1,6.797756467486568,FD,6
4171,16.2,Low Fat,0.053930934,Household,190.8162,Small,Tier 2,Supermarket Type1,8.093179741466908,NC,9
4172,17.6,Low Fat,0.015750947,Household,182.5976,Medium,Tier 3,Supermarket Type2,7.396874044354185,NC,4
4173,8.97,Low Fat,0.092937216,Household,54.6956,High,Tier 3,Supermarket Type1,6.640318088958493,NC,26
4174,7.22,Regular,0.03828933,Baking Goods,64.751,High,Tier 3,Supermarket Type1,4.848132050749962,FD,26
4175,12.89,Low Fat,0.208162156,Snack Foods,228.1694,Medium,Tier 1,Grocery Store,5.435333804341867,FD,28
4176,8.71,Low Fat,0.121936216,Canned,94.4778,Small,Tier 2,Supermarket Type1,7.874578808139212,FD,6
4177,17.7,Regular,0.135646297,Starchy Foods,186.0924,Medium,Tier 3,Supermarket Type2,8.165578451593756,FD,4
4178,15.85,Low Fat,0.069240685,Breads,217.5166,Small,Tier 2,Supermarket Type1,6.483336377216565,FD,11
4179,6.055,Low Fat,0.03127929,Fruits and Vegetables,160.3578,Small,Tier 2,Supermarket Type1,7.786496572345198,FD,6
4180,12.91,Regular,0.08186804,Baking Goods,46.8034,Medium,Tier 3,Supermarket Type3,6.9756707169126235,FD,28
4181,19.25,Regular,0.034753686,Canned,141.5496,Medium,Tier 1,Supermarket Type1,7.5893835711454845,FD,14
4182,16.5,Low Fat,0.028476451,Snack Foods,91.0146,Small,Tier 2,Supermarket Type1,7.22199578327608,FD,11
4183,13.5,Regular,0.067872402,Dairy,57.8562,Small,Tier 1,Supermarket Type1,5.876438582236582,FD,16
4184,12.89,Regular,0.026420581,Meat,250.9408,Medium,Tier 1,Grocery Store,6.9101156910165,FD,28
4185,7.865,Low Fat,0.061183503,Breakfast,164.5526,Small,Tier 2,Supermarket Type1,7.405815368927056,FD,11
4186,10.6,Low Fat,0.035247642,Health and Hygiene,84.7224,Medium,Tier 1,Supermarket Type1,7.390320677790019,NC,14
4187,12.91,Regular,0.02974207,Dairy,88.9514,Medium,Tier 3,Supermarket Type3,8.147434339524432,FD,28
4188,16.2,Regular,0.128397995,Frozen Foods,178.337,Small,Tier 2,Supermarket Type1,7.253113631158179,FD,9
4189,14.5,Regular,0.058918844,Fruits and Vegetables,169.7448,Medium,Tier 1,Supermarket Type1,8.083159211723453,FD,14
4190,7.235,Low Fat,0.076791671,Household,116.4492,High,Tier 3,Supermarket Type1,7.748453121373718,NC,26
4191,16.75,Low Fat,0.021220113,Hard Drinks,55.1298,Small,Tier 2,Supermarket Type1,7.123983292995296,DR,9
4192,12.89,Regular,0.2004264,Baking Goods,88.8514,Medium,Tier 1,Grocery Store,5.585952687907002,FD,28
4193,12.91,Low Fat,0.078589629,Soft Drinks,113.286,Medium,Tier 3,Supermarket Type3,7.907454371437515,DR,28
4194,14.0,Regular,0.031261583,Canned,52.564,Small,Tier 2,Supermarket Type1,6.4617306419066205,FD,9
4195,19.85,Low Fat,0.005235143,Dairy,265.8884,Small,Tier 1,Supermarket Type1,7.882648448258855,FD,16
4196,10.895,Low Fat,0.027032204,Frozen Foods,106.328,Small,Tier 2,Supermarket Type1,6.749022115596789,FD,6
4197,5.635,Low Fat,0.172856719,Baking Goods,148.205,Medium,Tier 3,Grocery Store,6.110169380000942,FD,15
4198,10.65,Regular,0.085617517,Snack Foods,229.3668,Small,Tier 2,Supermarket Type1,7.742691910349596,FD,6
4199,15.1,Low Fat,0.127334766,Baking Goods,88.283,Medium,Tier 3,Grocery Store,4.509572964991385,FD,15
4200,16.5,Low Fat,0.036641597,Household,178.7318,Small,Tier 1,Supermarket Type1,7.142054454293797,NC,16
4201,13.35,Regular,0.014656564,Canned,208.5638,Small,Tier 2,Supermarket Type1,7.731361173821828,FD,11
4202,12.15,Low Fat,0.037864854,Meat,63.0826,High,Tier 3,Supermarket Type1,5.7804749612162585,FD,26
4203,13.65,Low Fat,0.036016619,Snack Foods,186.3924,Medium,Tier 1,Supermarket Type1,7.167536826490249,FD,14
4204,20.75,Regular,0.12953868,Seafood,240.288,Medium,Tier 1,Supermarket Type1,7.782340292633914,FD,14
4205,19.1,Low Fat,0.038531668,Fruits and Vegetables,210.6586,High,Tier 3,Supermarket Type1,8.610414573017918,FD,26
4206,17.25,Low Fat,0.053930934,Dairy,171.5764,Small,Tier 2,Supermarket Type1,8.442246085749986,DR,11
4207,12.91,Regular,0.112119359,Soft Drinks,123.0388,Medium,Tier 3,Supermarket Type3,7.59207400315236,DR,28
4208,12.91,Low Fat,0.053930934,Fruits and Vegetables,45.9402,Medium,Tier 3,Supermarket Type3,6.772924528271688,FD,28
4209,10.195,Low Fat,0.041907414,Snack Foods,43.8428,High,Tier 3,Supermarket Type1,5.1748562410069585,FD,26
4210,16.6,Low Fat,0.027556247,Household,176.6344,High,Tier 3,Supermarket Type1,7.5826256515912895,NC,26
4211,17.6,Regular,0.076058484,Meat,111.8202,High,Tier 3,Supermarket Type1,7.613998135636277,FD,26
4212,8.185,Low Fat,0.038729057,Fruits and Vegetables,117.1808,Small,Tier 1,Supermarket Type1,7.536839985076312,FD,16
4213,13.65,Regular,0.080804019,Frozen Foods,261.1936,Small,Tier 2,Supermarket Type1,7.762146096199516,FD,11
4214,10.6,Low Fat,0.056884225,Dairy,231.9642,Medium,Tier 1,Supermarket Type1,8.013586316342034,DR,14
4215,10.8,Low Fat,0.050000257,Fruits and Vegetables,243.9144,Small,Tier 2,Supermarket Type1,8.445970750571401,FD,6
4216,15.2,Low Fat,0.021207519,Canned,219.4824,Small,Tier 1,Supermarket Type1,7.466261422918885,FD,16
4217,8.895,Low Fat,0.053930934,Hard Drinks,232.9616,Small,Tier 2,Supermarket Type1,7.942127384227776,DR,11
4218,11.8,Low Fat,0.113307794,Soft Drinks,187.0924,Small,Tier 2,Supermarket Type1,7.523980377647033,DR,9
4219,7.63,Regular,0.225476528,Snack Foods,45.1402,Medium,Tier 3,Grocery Store,3.8488744511722155,FD,15
4220,6.55,Regular,0.034800079,Breads,157.5288,Small,Tier 2,Supermarket Type1,7.360287162315832,FD,6
4221,16.85,Low Fat,0.139301634,Snack Foods,144.976,High,Tier 3,Supermarket Type1,7.93165982592712,FD,26
4222,12.91,Low Fat,0.025612348,Fruits and Vegetables,168.2474,Medium,Tier 3,Supermarket Type3,8.07137491637099,FD,28
4223,7.235,Low Fat,0.077290355,Household,116.9492,Small,Tier 2,Supermarket Type1,7.748453121373718,NC,6
4224,19.25,Low Fat,0.1017546,Dairy,55.1956,Small,Tier 2,Supermarket Type1,6.199210968655446,FD,9
4225,13.85,Regular,0.094265737,Breakfast,233.93,Medium,Tier 3,Grocery Store,5.455449312268332,FD,15
4226,18.1,Low Fat,0.022380952,Fruits and Vegetables,93.6094,High,Tier 3,Supermarket Type1,6.1676150185290926,FD,26
4227,18.6,Low Fat,0.01575657,Snack Foods,153.1366,High,Tier 3,Supermarket Type1,8.063021524643604,FD,26
4228,6.615,Low Fat,0.156307983,Dairy,196.3426,Medium,Tier 3,Grocery Store,6.674524017378636,FD,15
4229,15.6,Low Fat,0.195688803,Frozen Foods,77.367,Medium,Tier 3,Grocery Store,5.03782235394022,FD,15
4230,18.85,Low Fat,0.13747519,Hard Drinks,158.6578,Small,Tier 2,Supermarket Type1,8.122850143260086,DR,11
4231,7.235,Low Fat,0.053930934,Snack Foods,197.2452,Small,Tier 2,Supermarket Type1,7.762146096199516,FD,9
4232,7.825,Low Fat,0.07962861,Meat,63.4826,Small,Tier 1,Supermarket Type1,7.60243158982623,FD,16
4233,12.91,Low Fat,0.03100078,Household,177.0054,Medium,Tier 3,Supermarket Type3,7.650770518764335,NC,28
4234,19.7,Regular,0.016202582,Canned,188.2556,Small,Tier 2,Supermarket Type1,8.125808724160432,FD,9
4235,12.6,Low Fat,0.024190156,Dairy,34.4874,Small,Tier 2,Supermarket Type1,6.204605438199866,FD,9
4236,10.65,Regular,0.085308611,Snack Foods,230.2668,Small,Tier 2,Supermarket Type1,8.6587222671433,FD,11
4237,16.75,Regular,0.008564925,Meat,73.2038,Small,Tier 2,Supermarket Type1,7.247915136535284,FD,9
4238,13.8,Low Fat,0.097457483,Dairy,55.393,Medium,Tier 3,Supermarket Type2,6.927238247349708,DR,4
4239,9.6,Low Fat,0.029619203,Household,43.6086,High,Tier 3,Supermarket Type1,6.438583943284017,NC,26
4240,13.1,Low Fat,0.053930934,Others,189.253,Small,Tier 1,Supermarket Type1,7.32582330233929,NC,16
4241,14.6,Low Fat,0.150872868,Soft Drinks,47.5692,Small,Tier 2,Supermarket Type1,7.2302282675078136,DR,11
4242,6.67,Regular,0.09031453,Snack Foods,130.5626,Medium,Tier 3,Supermarket Type2,7.074509118576263,FD,4
4243,15.7,Regular,0.018930352,Fruits and Vegetables,59.4536,Small,Tier 1,Supermarket Type1,6.755245385661515,FD,16
4244,17.75,Low Fat,0.111209003,Others,107.7912,High,Tier 3,Supermarket Type1,6.8913421169530915,NC,26
4245,20.2,Regular,0.121153331,Snack Foods,97.3752,High,Tier 3,Supermarket Type1,6.866674917754745,FD,26
4246,10.85,Low Fat,0.163160327,Snack Foods,107.4622,Small,Tier 2,Supermarket Type1,7.435317186555804,FD,6
4247,20.25,Low Fat,0.148163564,Household,232.7616,Medium,Tier 1,Supermarket Type1,7.536839985076312,NC,14
4248,12.91,Low Fat,0.028281197,Snack Foods,90.2146,Medium,Tier 3,Supermarket Type3,8.202368467478427,FD,28
4249,5.86,Regular,0.150853308,Meat,156.0314,Small,Tier 1,Supermarket Type1,7.609717591845679,FD,16
4250,6.115,Regular,0.011437302,Frozen Foods,92.4488,Small,Tier 2,Supermarket Type1,7.214675113341325,FD,6
4251,19.7,Regular,0.018024769,Meat,104.499,Small,Tier 1,Supermarket Type1,6.940212788530672,FD,16
4252,9.8,Low Fat,0.090448534,Others,194.5478,Small,Tier 2,Supermarket Type1,6.654141179912733,NC,9
4253,12.5,Regular,0.08175276,Fruits and Vegetables,89.0488,Small,Tier 1,Supermarket Type1,7.145734791157719,FD,16
4254,19.35,Regular,0.109667698,Meat,166.0816,Medium,Tier 3,Grocery Store,6.5104464180735535,FD,15
4255,16.75,Low Fat,0.075735621,Health and Hygiene,34.5532,Small,Tier 1,Supermarket Type1,5.782528341795437,NC,16
4256,19.1,Low Fat,0.091917786,Others,182.7608,Small,Tier 1,Supermarket Type1,7.516764042556923,NC,16
4257,21.35,Low Fat,0.130127365,Fruits and Vegetables,96.2094,Medium,Tier 3,Grocery Store,5.254463697810696,FD,15
4258,19.5,Low Fat,0.082483516,Canned,179.2002,High,Tier 3,Supermarket Type1,7.9608830537935225,FD,26
4259,6.575,Regular,0.075507758,Breads,146.4444,Small,Tier 1,Supermarket Type1,7.376250521183908,FD,16
4260,6.67,Regular,0.124126756,Snack Foods,88.9514,Small,Tier 2,Supermarket Type1,7.66210743057039,FD,6
4261,12.3,Low Fat,0.009425158,Baking Goods,74.838,Medium,Tier 1,Supermarket Type1,7.338886834292875,FD,14
4262,16.1,Regular,0.024999711,Fruits and Vegetables,97.841,Small,Tier 2,Supermarket Type1,7.135713620568342,FD,11
4263,12.89,Regular,0.058545606,Meat,155.8314,Medium,Tier 1,Grocery Store,5.7406375714313205,FD,28
4264,17.35,Low Fat,0.020676141,Others,80.6618,Small,Tier 2,Supermarket Type1,7.0979019727098045,NC,6
4265,15.35,Low Fat,0.02346559,Frozen Foods,35.219,Medium,Tier 3,Grocery Store,3.627509241914058,FD,15
4266,8.975,Regular,0.05272914,Canned,86.4224,Small,Tier 1,Supermarket Type1,6.931148315782264,FD,16
4267,13.15,Low Fat,0.024630755,Household,178.2686,High,Tier 3,Supermarket Type1,7.888907854719437,NC,26
4268,19.5,Low Fat,0.014274292,Household,55.6614,Small,Tier 1,Supermarket Type1,6.578415029173322,NC,16
4269,15.1,Low Fat,0.059313603,Household,238.1248,Small,Tier 2,Supermarket Type1,8.358770894542852,NC,9
4270,5.465,Regular,0.048518008,Baking Goods,132.9626,Small,Tier 2,Supermarket Type1,7.767233005591227,FD,9
4271,17.75,Low Fat,0.073349552,Seafood,34.2216,High,Tier 3,Supermarket Type1,6.841383825717003,FD,26
4272,12.91,Low Fat,0.055648052,Baking Goods,100.3016,Medium,Tier 3,Supermarket Type3,7.949671917306988,FD,28
4273,6.96,Low Fat,0.077129323,Soft Drinks,92.7146,High,Tier 3,Supermarket Type1,7.458230793022501,DR,26
4274,17.85,Low Fat,0.087824967,Breads,196.0794,Medium,Tier 3,Supermarket Type2,7.471200639022542,FD,4
4275,5.095,Regular,0.130031207,Snack Foods,142.4838,Medium,Tier 3,Supermarket Type2,6.333164523824501,FD,4
4276,5.73,Low Fat,0.045334098,Soft Drinks,87.0882,High,Tier 3,Supermarket Type1,7.498123165219851,DR,26
4277,7.5,Low Fat,0.096333029,Household,57.8588,High,Tier 3,Supermarket Type1,7.044186463144274,NC,26
4278,7.855,Regular,0.073858923,Dairy,218.6482,High,Tier 3,Supermarket Type1,8.222773646416835,FD,26
4279,5.655,Low Fat,0.175047104,Soft Drinks,146.9102,Small,Tier 2,Supermarket Type1,7.54778255054093,DR,9
4280,12.15,Low Fat,0.132952286,Health and Hygiene,37.6506,Medium,Tier 3,Grocery Store,3.662294176562681,NC,15
4281,9.6,Low Fat,0.086145867,Snack Foods,258.362,Medium,Tier 3,Grocery Store,5.563224548903645,FD,15
4282,18.85,Low Fat,0.0520115,Health and Hygiene,190.3846,High,Tier 3,Supermarket Type1,8.197430639164873,NC,26
4283,20.2,Regular,0.059790095,Fruits and Vegetables,127.4678,Small,Tier 2,Supermarket Type1,8.177992788731924,FD,9
4284,12.15,Regular,0.071440118,Meat,182.295,Medium,Tier 3,Grocery Store,6.3104363258348615,FD,15
4285,19.6,Low Fat,0.03395415,Soft Drinks,56.4614,Medium,Tier 1,Supermarket Type1,6.652423707058986,DR,14
4286,16.0,Regular,0.099271209,Frozen Foods,88.5856,Small,Tier 1,Supermarket Type1,6.779758257718726,FD,16
4287,12.91,Low Fat,0.020769677,Dairy,117.5782,Medium,Tier 3,Supermarket Type3,7.916478818629647,FD,28
4288,6.425,Low Fat,0.06316338,Breakfast,132.2626,Small,Tier 2,Supermarket Type1,7.649502891427769,FD,9
4289,6.825,Low Fat,0.059846975,Health and Hygiene,262.5226,Small,Tier 1,Supermarket Type1,9.188190484418795,NC,16
4290,12.89,Regular,0.014342659,Canned,103.7674,Medium,Tier 1,Grocery Store,5.321715483103249,FD,28
4291,7.97,Low Fat,0.057667173,Soft Drinks,172.1422,Medium,Tier 3,Grocery Store,6.250605545507152,DR,15
